player_id,player_name,team,bye_round,price,current_round,vs_team,venue,jersey_number,total_points,avg_points,total_minutes,avg_minutes,points_per_minute,base_ppm,pts_base,pts_attack,pts_create,pts_evade,pts_negative,base_power_pts,base_power_ppm,avg_base_power,stat_tries,stat_try_assists,stat_last_touch,stat_goals,stat_missed_goals,stat_field_goals,stat_missed_fg,stat_tackles,stat_missed_tackles,stat_tackle_breaks,stat_forced_dropouts,stat_offloads,stat_ineff_offloads,stat_line_breaks,stat_lb_assists,stat_forty_twenty,stat_kick_regather,stat_hitups_h8,stat_hitups_hu,pct_h8,stat_held_goal,stat_intercept,stat_kicked_dead,stat_penalties,stat_errors,stat_sinbin,avg_last3,avg_last5,season_avg,surface,avg_penalties,avg_errors,avg_pc_er,pct_tackle_break,pct_missed_tackle,pct_offload,round_price_change,season_price_change,pct_60plus,end_price,start_price,avg_minutes_calc,games_played,std_dev_total,std_dev_round,cv_round,coeff_variation,avg_r1_9,avg_r10_18,avg_r19_27,avg_base,avg_scoring,avg_create,avg_evade,avg_negative,magic_number,avg_last2,avg_mins_last3,avg_mins_last5,break_even,pct_base,weather,positions,scrape_date,scrape_year
1,"Addo-Carr, Josh",PAR,12,591200,02,BRO,,5,21,21,80,80,0.26,0.23,18,3,0,0,0,18,0.23,,0,0,0,0,0,0,0,3,-2,0,0,0,0,0,0,0,0,14,3,70.0,3,0,0,0,0,0,0,0,21,,0,0,0,0,40,0,0,0,0,386600,591200,80,1,0,0,0,0,0,0,0,18,3,0,0,0,28152,0,0,0,144,86,,CTW,2026-07-08,2026
2,"Addo-Carr, Josh",PAR,12,591200,03,STG,,5,49,35,80,80,0.61,0.33,26,17,0,10,-4,36,0.45,,17,0,0,0,0,0,0,2,-1,10,0,0,0,0,0,0,0,18,7,56.3,0,0,0,0,-4,0,0,0,35,,0,0,0,31.3,33.3,0,0,0,0,386600,591200,80,2,0,14,0.4,0,0,0,0,26,17,0,10,-4,16891,35,0,0,120,49,,CTW,2026-07-08,2026
3,"Addo-Carr, Josh",PAR,12,552200,04,PTH,,5,73,48,80,80,0.91,0.38,30,17,6,26,-6,46,0.58,,17,0,0,0,0,0,0,5,0,16,6,0,0,10,0,0,0,22,3,78.6,0,0,0,-2,-4,0,48,0,48,,0,0,0,57.1,0,0,-39000,-39000,0,386600,591200,80,3,0,21.25,0.44,0,0,0,0,30,17,6,26,-6,11504,61,80,0,57,38,,CTW,2026-07-08,2026
4,"Addo-Carr, Josh",PAR,12,529800,05,WST,,5,29,43,85,81,0.34,0.34,29,0,0,4,-4,33,0.39,,0,0,0,0,0,0,0,10,-2,4,0,0,0,0,0,0,0,10,11,31.3,0,0,0,-2,-2,0,50,0,43,,0,0,0,12.5,16.7,0,-22400,-61400,0,386600,591200,81,4,0,20.1,0.47,0,0,0,0,29,0,0,4,-4,10596,51,82,0,70,88,,CTW,2026-07-08,2026
5,"Addo-Carr, Josh",PAR,12,529000,06,GCT,,5,70,48,80,81,0.88,0.34,27,17,0,30,-4,37,0.46,,17,0,0,0,0,0,0,5,-1,10,0,0,0,20,0,0,0,16,7,53.3,0,0,0,0,-4,0,57,48,48,,0,0,0,33.3,16.7,0,-800,-62200,0,386600,591200,81,5,0,20.97,0.44,0,0,0,0,27,17,0,30,-4,9281,50,82,81,74,36,,CTW,2026-07-08,2026
6,"Addo-Carr, Josh",PAR,12,504200,07,BUL,,5,46,48,80,81,0.58,0.19,15,17,0,16,-2,21,0.26,,17,0,0,0,0,0,0,3,0,6,0,0,0,10,0,0,0,10,2,71.4,0,0,0,0,-2,0,48,53,48,,0,0,0,42.9,0,0,-24800,-87000,0,386600,591200,81,6,0,19.17,0.4,0,0,0,0,15,17,0,16,-2,10504,58,82,81,52,31,,CTW,2026-07-08,2026
7,"Addo-Carr, Josh",PAR,12,482900,08,MNL,,5,26,45,80,81,0.33,0.3,24,0,0,2,0,26,0.33,,0,0,0,0,0,0,0,11,-2,2,0,0,0,0,0,0,0,10,5,50.0,0,0,0,0,0,0,47,49,45,,0,0,0,10,15.4,0,-21300,-108300,0,386600,591200,81,7,0,19.34,0.43,0,0,0,0,24,0,0,2,0,10274,36,80,81,89,92,,CTW,2026-07-08,2026
8,"Addo-Carr, Josh",PAR,12,448700,09,NZL,,5,46,45,80,81,0.58,0.39,31,3,0,14,-2,35,0.44,,0,0,0,0,0,0,0,4,0,4,0,0,0,10,0,0,0,22,5,68.8,3,0,0,0,-2,0,39,43,45,,0,0,0,12.5,0,0,-34200,-142500,0,386600,591200,81,8,0,18.1,0.4,0,0,0,0,31,3,0,14,-2,11505,36,80,81,77,65,,CTW,2026-07-08,2026
9,"Addo-Carr, Josh",PAR,12,447600,10,NQC,,5,76,48,82,81,0.93,0.34,28,37,0,13,-2,36,0.44,,34,0,0,0,0,0,0,9,-1,8,0,0,0,0,0,0,0,16,4,66.7,3,5,0,0,-2,0,49,53,48,,0,0,0,33.3,10,0,-1100,-143600,0,386600,591200,81,9,0,19.65,0.41,0,0,0,0,28,37,0,13,-2,9135,61,81,80,27,36,,CTW,2026-07-08,2026
10,"Addo-Carr, Josh",PAR,12,458300,11,MEL,,5,38,47,80,81,0.48,0.29,23,3,0,14,-2,27,0.34,,0,0,0,0,0,0,0,7,0,4,0,0,0,10,0,0,0,12,4,60.0,3,0,0,0,-2,0,53,46,47,,0,0,0,20,0,0,10700,-132900,0,386600,591200,81,10,0,18.9,0.4,0,0,0,0,23,3,0,14,-2,8647,57,81,80,36,58,,CTW,2026-07-08,2026
11,"Addo-Carr, Josh",PAR,12,457200,13,NEW,,5,40,47,80,81,0.5,0.36,29,3,0,8,0,37,0.46,,0,0,0,0,0,0,0,5,-1,8,0,0,0,0,0,0,0,20,5,66.7,3,0,0,0,0,0,51,45,47,,0,0,0,26.7,16.7,0,-1100,-134000,0,386600,591200,81,11,0,18.15,0.39,0,0,0,0,29,3,0,8,0,8965,39,81,80,77,73,,CTW,2026-07-08,2026
12,"Addo-Carr, Josh",PAR,12,446000,14,BUL,,5,62,48,80,81,0.78,0.4,32,0,18,14,-2,36,0.45,,0,12,0,0,0,0,0,3,0,4,6,0,0,10,0,0,0,20,9,52.6,0,0,0,0,-2,0,47,52,48,,0,0,0,10.5,0,0,-11200,-145200,0,386600,591200,81,12,0,17.88,0.37,0,0,0,0,32,0,18,14,-2,9489,51,80,80,48,50,,CTW,2026-07-08,2026
13,"Addo-Carr, Josh",PAR,12,428400,15,CBR,CS,5,32,47,80,81,0.4,0.26,21,0,0,13,-2,29,0.36,,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,16,3,72.7,0,5,0,-2,0,0,45,50,47,,0,0,0,36.4,0,0,-17600,-162800,0,386600,591200,81,13,0,17.7,0.38,0,0,0,0,21,0,0,13,-2,9520,47,80,80,56,62,,CTW,2026-07-08,2026
14,"Addo-Carr, Josh",PAR,12,408700,17,STH,CS,5,27,45,80,81,0.34,0.24,19,0,0,10,-2,29,0.36,,0,0,0,0,0,0,0,6,-2,10,0,0,0,0,0,0,0,12,3,66.7,0,0,0,0,-2,0,40,40,45,,0,0,0,55.6,25,0,-19700,-182500,0,386600,591200,81,14,0,17.8,0.4,0,0,0,0,19,0,0,10,-2,10218,30,80,80,80,66,,CTW,2026-07-08,2026
15,"Addo-Carr, Josh",PAR,12,386600,18,MNL,CS,5,51,46,80,80,0.64,0.33,26,3,0,24,-2,40,0.50,,0,0,0,0,0,0,0,6,0,14,0,0,0,10,0,0,0,14,6,53.8,3,0,0,0,-2,0,37,42,46,,0,0,0,53.8,0,0,-22100,-204600,0,386600,591200,80,15,17.25,17.25,0.38,0.38,0,0,0,26,3,0,24,-2,10449,39,80,80,52,49,,CTW,2026-07-08,2026
16,"Addo-Carr, Josh",PAR,12,386600,Totals,,,,686,46,1207,80,0.57,0.31,378,120,24,198,-34,486,0.40,32.40,102,12,0,0,0,0,0,81,-12,108,12,0,0,80,0,0,0,232,77,60.1,18,10,0,-6,-28,0,37,42,0,,-0.4,-1.9,-2.3,28,0,0,0,-204600,27,386600,591200,0,15,17.25,17.25,0.38,0.38,45,47,0,25,8,2,13,-2,0,39,80,80,52,53,,CTW,2026-07-08,2026
17,"Addo-Carr, Josh",PAR,12,386600,Totals,,,,686,46,1207,80,0.57,0.31,378,120,24,198,-34,486,0.40,32.40,102,12,0,0,0,0,0,81,-12,108,12,0,0,80,0,0,0,232,77,60.1,18,10,0,-6,-28,0,37,42,0,,-0.4,-1.9,-2.3,28,0,0,0,-204600,27,386600,591200,0,15,17.25,17.25,0.38,0.38,45,47,0,25,8,2,13,-2,0,39,80,80,52,53,,CTW,2026-07-08,2026
