player_id,player_name,team,bye_round,price,current_round,vs_team,venue,jersey_number,total_points,avg_points,total_minutes,avg_minutes,points_per_minute,base_ppm,pts_base,pts_attack,pts_create,pts_evade,pts_negative,base_power_pts,base_power_ppm,avg_base_power,stat_tries,stat_try_assists,stat_last_touch,stat_goals,stat_missed_goals,stat_field_goals,stat_missed_fg,stat_tackles,stat_missed_tackles,stat_tackle_breaks,stat_forced_dropouts,stat_offloads,stat_ineff_offloads,stat_line_breaks,stat_lb_assists,stat_forty_twenty,stat_kick_regather,stat_hitups_h8,stat_hitups_hu,pct_h8,stat_held_goal,stat_intercept,stat_kicked_dead,stat_penalties,stat_errors,stat_sinbin,avg_last3,avg_last5,season_avg,surface,avg_penalties,avg_errors,avg_pc_er,pct_tackle_break,pct_missed_tackle,pct_offload,round_price_change,season_price_change,pct_60plus,end_price,start_price,avg_minutes_calc,games_played,std_dev_total,std_dev_round,cv_round,coeff_variation,avg_r1_9,avg_r10_18,avg_r19_27,avg_base,avg_scoring,avg_create,avg_evade,avg_negative,magic_number,avg_last2,avg_mins_last3,avg_mins_last5,break_even,pct_base,weather,positions,scrape_date,scrape_year
1,"Abbey, Brad",SYD,17,205100,Totals,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,205100,205100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,FLB,2026-02-28,2022
2,"Addo-Carr, Josh",BUL,17,536900,01,NQC,,5,36,36,80,80,0.45,0.28,22,0,0,16,-2,28,0.35,,0,0,0,0,0,0,0,6,-1,6,0,0,0,10,0,0,0,8,9,30.8,0,0,0,0,-2,0,0,0,36,,0,0,0,23.1,14.3,0,0,0,0,363300,536900,80,1,0,0,0,0,0,0,0,22,0,0,16,-2,14914,0,0,0,93,58,,CTW,2026-02-28,2022
3,"Addo-Carr, Josh",BUL,17,536900,02,BRO,,5,49,43,80,80,0.61,0.36,29,0,0,24,-4,43,0.54,,0,0,0,0,0,0,0,10,-1,10,0,4,0,10,0,0,0,14,6,53.8,0,0,0,0,-4,0,0,0,43,,0,0,0,38.5,9.1,7.7,0,0,0,363300,536900,80,2,0,6.5,0.15,0,0,0,0,29,0,0,24,-4,12633,43,0,0,109,55,,CTW,2026-02-28,2022
4,"Addo-Carr, Josh",BUL,17,494600,03,MNL,,5,29,38,80,80,0.36,0.24,19,0,0,18,-8,27,0.34,,0,0,0,0,0,0,0,4,-2,8,0,0,0,10,0,0,0,14,3,70.0,0,0,0,-4,-4,0,38,0,38,,0,0,0,40,33.3,0,-42300,-42300,0,363300,536900,80,3,0,8.29,0.22,0,0,0,0,19,0,0,18,-8,13016,39,80,0,100,51,,CTW,2026-02-28,2022
5,"Addo-Carr, Josh",BUL,17,461100,04,MEL,,5,34,37,80,80,0.43,0.35,28,0,0,6,0,34,0.43,,0,0,0,0,0,0,0,2,-1,6,0,0,0,0,0,0,0,20,7,58.8,0,0,0,0,0,0,37,0,37,,0,0,0,17.6,33.3,0,-33500,-75800,0,363300,536900,80,4,0,7.38,0.2,0,0,0,0,28,0,0,6,0,12462,32,80,0,103,82,,CTW,2026-02-28,2022
6,"Addo-Carr, Josh",BUL,17,443200,05,PTH,,5,60,42,80,80,0.75,0.28,22,0,12,28,-2,40,0.50,,0,12,0,0,0,0,0,3,-2,18,0,0,0,10,0,0,0,12,9,40.0,0,0,0,0,-2,0,41,42,42,,0,0,0,60,40,0,-17900,-93700,0,363300,536900,80,5,0,11.32,0.27,0,0,0,0,22,0,12,28,-2,10810,47,80,80,66,35,,CTW,2026-02-28,2022
7,"Addo-Carr, Josh",BUL,17,444800,06,STH,,5,51,43,80,80,0.64,0.25,20,17,0,14,0,34,0.43,,17,0,0,0,0,0,0,3,0,10,0,4,0,0,0,0,0,8,9,30.8,0,0,0,0,0,0,48,45,43,,0,0,0,38.5,0,7.7,1600,-92100,0,363300,536900,80,6,0,10.92,0.25,0,0,0,0,20,17,0,14,0,9267,56,80,80,49,39,,CTW,2026-02-28,2022
8,"Addo-Carr, Josh",BUL,17,492100,07,BRO,,5,98,51,80,80,1.23,0.35,28,34,0,42,-6,50,0.63,,34,0,0,0,0,0,0,6,-3,16,0,4,2,20,0,0,0,16,9,47.1,0,0,0,0,-6,0,70,54,51,,0,0,0,47.1,33.3,11.8,47300,-44800,0,363300,536900,80,7,0,21.69,0.43,0,0,0,0,28,34,0,42,-6,7030,75,80,80,29,27,,CTW,2026-02-28,2022
9,"Addo-Carr, Josh",BUL,17,539900,08,SYD,,5,76,54,80,80,0.95,0.21,17,34,0,27,-2,29,0.36,,34,0,0,0,0,0,0,3,-1,12,0,0,0,10,0,0,0,10,5,50.0,0,5,0,0,-2,0,75,64,54,,0,0,0,60,25,0,47800,3000,0,363300,536900,80,8,0,21.91,0.41,0,0,0,0,17,34,0,27,-2,7199,87,80,80,21,22,,CTW,2026-02-28,2022
10,"Addo-Carr, Josh",BUL,17,559800,09,CBR,,5,28,51,80,80,0.35,0.28,22,0,0,8,-2,30,0.38,,0,0,0,0,0,0,0,3,-2,2,0,4,2,0,0,0,0,8,13,23.5,0,0,0,0,-2,0,67,63,51,,0,0,0,5.9,40,11.8,19900,22900,0,363300,536900,80,9,0,22.22,0.44,0,0,0,0,22,0,0,8,-2,8355,52,80,80,98,73,,CTW,2026-02-28,2022
