player_id,player_name,team,bye_round,price,current_round,vs_team,venue,jersey_number,total_points,avg_points,total_minutes,avg_minutes,points_per_minute,base_ppm,pts_base,pts_attack,pts_create,pts_evade,pts_negative,base_power_pts,base_power_ppm,avg_base_power,stat_tries,stat_try_assists,stat_last_touch,stat_goals,stat_missed_goals,stat_field_goals,stat_missed_fg,stat_tackles,stat_missed_tackles,stat_tackle_breaks,stat_forced_dropouts,stat_offloads,stat_ineff_offloads,stat_line_breaks,stat_lb_assists,stat_forty_twenty,stat_kick_regather,stat_hitups_h8,stat_hitups_hu,pct_h8,stat_held_goal,stat_intercept,stat_kicked_dead,stat_penalties,stat_errors,stat_sinbin,avg_last3,avg_last5,season_avg,surface,avg_penalties,avg_errors,avg_pc_er,pct_tackle_break,pct_missed_tackle,pct_offload,round_price_change,season_price_change,pct_60plus,end_price,start_price,avg_minutes_calc,games_played,std_dev_total,std_dev_round,cv_round,coeff_variation,avg_r1_9,avg_r10_18,avg_r19_27,avg_base,avg_scoring,avg_create,avg_evade,avg_negative,magic_number,avg_last2,avg_mins_last3,avg_mins_last5,break_even,pct_base,weather,positions,scrape_date,scrape_year
1,"Ackers, Corey",STG,11,204300,Totals,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,204300,204300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,2RF,2026-02-27,2024
2,"Addo-Carr, Josh",BUL,08,476500,01,PAR,,5,4,4,40,40,0.1,0.15,6,0,0,0,-2,6,0.15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20.0,0,0,0,0,-2,0,0,0,4,,0,0,0,0,0,0,0,0,0,509400,476500,40,1,0,0,0,0,0,0,0,6,0,0,0,-2,119125,0,0,0,124,100,,CTW,2026-02-27,2024
3,"Addo-Carr, Josh",BUL,08,476500,04,STH,,23,39,22,40,40,0.98,0.38,15,0,12,14,-2,19,0.48,,0,12,0,0,0,0,0,3,-1,4,0,0,0,10,0,0,0,6,7,30.0,0,0,0,0,-2,0,0,0,22,,0,0,0,20,25,0,0,0,0,509400,476500,40,2,0,17.5,0.8,0,0,0,0,15,0,12,14,-2,22163,22,0,0,97,37,,CTW,2026-02-27,2024
4,"Addo-Carr, Josh",BUL,08,526400,06,MEL,,5,162,68,80,53,2.03,0.36,29,51,6,80,-4,49,0.61,,51,0,0,0,0,0,0,5,-1,18,6,0,2,60,0,0,0,22,3,78.6,0,0,0,0,-4,0,68,0,68,,0,0,0,64.3,16.7,7.1,49900,49900,0,509400,476500,53,3,0,67.76,1,0,0,0,0,29,51,6,80,-4,7741,101,53,0,-40,17,,CTW,2026-02-27,2024
5,"Addo-Carr, Josh",BUL,08,607900,07,NEW,,5,59,66,80,60,0.74,0.33,26,17,0,22,-6,38,0.48,,17,0,0,0,0,0,0,5,-1,6,0,4,2,10,0,0,0,14,8,46.7,0,0,0,0,-6,0,87,0,66,,0,0,0,20,16.7,13.3,81500,131400,0,509400,476500,60,4,0,58.82,0.89,0,0,0,0,26,17,0,22,-6,6987,111,67,0,-33,40,,CTW,2026-02-27,2024
6,"Addo-Carr, Josh",BUL,08,654400,09,WST,,5,20,57,80,64,0.25,0.18,14,0,6,2,-2,16,0.20,,0,0,0,0,0,0,0,0,-2,2,6,0,0,0,0,0,0,8,8,33.3,0,0,0,0,-2,0,80,57,57,,0,0,0,8.3,100,0,46500,177900,0,509400,476500,64,5,0,55.73,0.98,0,0,0,0,14,0,6,2,-2,8180,40,80,64,121,64,,CTW,2026-02-27,2024
7,"Addo-Carr, Josh",BUL,08,592400,10,PTH,,5,51,56,80,67,0.64,0.31,25,0,0,28,-2,33,0.41,,0,0,0,0,0,0,0,4,0,8,0,0,0,20,0,0,0,14,7,50.0,0,0,0,0,-2,0,43,66,56,,0,0,0,28.6,0,0,-62000,115900,0,509400,476500,67,6,0,50.92,0.91,0,0,0,0,25,0,0,28,-2,13777,36,80,72,114,47,,CTW,2026-02-27,2024
8,"Addo-Carr, Josh",BUL,08,519700,11,CBR,,5,26,52,80,69,0.33,0.18,14,0,0,14,-2,18,0.23,,0,0,0,0,0,0,0,0,-2,4,0,0,0,10,0,0,0,10,6,45.5,0,0,0,0,-2,0,32,64,52,,0,0,0,18.2,100,0,-72700,43200,0,509400,476500,69,7,0,48.29,0.93,0,0,0,0,14,0,0,14,-2,16241,39,80,80,84,50,,CTW,2026-02-27,2024
9,"Addo-Carr, Josh",BUL,08,480900,12,STG,,5,39,50,80,70,0.49,0.34,27,0,0,14,-2,31,0.39,,0,0,0,0,0,0,0,8,0,4,0,0,0,10,0,0,0,16,3,72.7,0,0,0,0,-2,0,39,39,50,,0,0,0,18.2,0,0,-38800,4400,0,509400,476500,70,8,0,45.36,0.91,0,0,0,0,27,0,0,14,-2,12331,33,80,80,85,66,,CTW,2026-02-27,2024
10,"Addo-Carr, Josh",BUL,08,471200,13,NEW,,5,75,53,45,67,1.67,0.33,15,34,0,26,0,21,0.47,,34,0,0,0,0,0,0,2,0,6,0,0,0,20,0,0,0,8,5,44.4,0,0,0,0,0,0,47,42,53,,0,0,0,33.3,0,0,-9700,-5300,0,509400,476500,67,9,0,43.48,0.82,0,0,0,0,15,34,0,26,0,10026,57,68,73,35,20,,CTW,2026-02-27,2024
11,"Addo-Carr, Josh",BUL,08,489400,22,CBR,,5,60,54,80,69,0.75,0.18,14,34,0,14,-2,18,0.23,,34,0,0,0,0,0,0,5,-1,4,0,0,0,10,0,0,0,2,8,11.1,0,0,0,0,-2,0,58,50,54,,0,0,0,22.2,16.7,0,18200,12900,0,509400,476500,69,10,0,41.31,0.77,0,0,0,0,14,34,0,14,-2,8438,68,68,73,23,23,,CTW,2026-02-27,2024
12,"Addo-Carr, Josh",BUL,08,506200,23,STG,,5,44,53,80,70,0.55,0.29,23,0,6,19,-4,27,0.34,,0,0,0,0,0,0,0,4,0,4,6,0,0,10,0,0,0,14,5,58.3,0,5,0,-2,-2,0,60,49,53,,0,0,0,16.7,0,0,16800,29700,0,509400,476500,70,11,0,39.48,0.74,0,0,0,0,23,0,6,19,-4,8437,52,68,73,60,48,,CTW,2026-02-27,2024
13,"Addo-Carr, Josh",BUL,08,497400,24,DOL,,5,44,52,80,70,0.55,0.29,23,17,0,6,-2,29,0.36,,17,0,0,0,0,0,0,7,-1,6,0,0,0,0,0,0,0,12,5,54.5,0,0,0,0,-2,0,49,52,52,,0,0,0,27.3,12.5,0,-8800,20900,0,509400,476500,70,12,0,37.87,0.73,0,0,0,0,23,17,0,6,-2,10151,44,80,73,68,50,,CTW,2026-02-27,2024
14,"Addo-Carr, Josh",BUL,08,469700,25,NZL,,5,36,51,80,71,0.45,0.21,17,17,0,4,-2,21,0.26,,17,0,0,0,0,0,0,2,-2,4,0,0,0,0,0,0,0,12,5,54.5,0,0,0,0,-2,0,41,52,51,,0,0,0,18.2,50,0,-27700,-6800,0,509400,476500,71,13,0,36.63,0.72,0,0,0,0,17,17,0,4,-2,11456,40,80,73,68,45,,CTW,2026-02-27,2024
15,"Addo-Carr, Josh",BUL,08,509400,26,MNL,,5,117,55,80,72,1.46,0.33,26,17,24,50,0,46,0.58,,17,24,0,0,0,0,0,3,-3,16,0,4,0,30,0,0,0,18,8,52.9,0,0,0,0,0,0,66,60,55,,0,0,0,47.1,50,5.9,39700,32900,0,509400,476500,72,14,39.22,39.22,0.71,0.71,0,0,0,26,17,24,50,0,7718,77,80,80,9,22,,CTW,2026-02-27,2024
16,"Addo-Carr, Josh",BUL,08,509400,Totals,,,,776,55,1005,72,0.77,0.27,274,187,54,293,-32,372,0.37,26.57,187,36,0,0,0,0,0,48,-14,86,18,8,4,190,0,0,0,158,82,49.1,0,5,0,-2,-30,0,66,60,0,,-0.1,-2.1,-2.2,26.7,0,2.5,0,32900,29,509400,476500,0,14,39.22,39.22,0.71,0.71,57,48,60,20,13,4,21,-2,0,77,80,80,13,34,,CTW,2026-02-27,2024
17,"Afoa, Bunty",NZL,13,309700,01,SHA,,16,10,10,14,14,0.71,0.86,12,0,0,0,-2,12,0.86,,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,-2,0,0,0,0,10,,0,0,0,0,9.1,0,0,0,0,253800,309700,14,1,0,0,0,0,0,0,0,12,0,0,0,-2,30970,0,0,0,66,100,,2RF|FRF,2026-02-27,2024
18,"Afoa, Bunty",NZL,13,309700,02,MEL,,16,29,20,26,20,1.12,1.04,27,0,0,2,0,29,1.12,,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,12,2,75.0,0,0,0,0,0,0,0,0,20,,0,0,0,12.5,0,0,0,0,0,253800,309700,20,2,0,9.5,0.48,0,0,0,0,27,0,0,2,0,15882,20,0,0,48,93,,2RF|FRF,2026-02-27,2024
19,"Afoa, Bunty",NZL,13,288800,03,CBR,,16,26,22,26,22,1,1.08,28,0,0,0,-2,28,1.08,,0,0,0,0,0,0,0,26,-2,0,0,0,0,0,0,0,0,4,0,100.0,0,0,0,0,-2,0,22,0,22,,0,0,0,0,7.1,0,-20900,-20900,0,253800,309700,22,3,0,8.34,0.38,0,0,0,0,28,0,0,0,-2,13127,28,22,0,28,100,,2RF|FRF,2026-02-27,2024
20,"Afoa, Bunty",NZL,13,283300,04,NEW,,16,24,22,25,23,0.96,0.96,24,0,0,0,0,24,0.96,,0,0,0,0,0,0,0,19,-1,0,0,0,0,0,0,0,0,4,2,50.0,0,0,0,0,0,0,26,0,22,,0,0,0,0,5,0,-5500,-26400,0,253800,309700,23,4,0,7.29,0.33,0,0,0,0,24,0,0,0,0,10896,25,26,0,33,100,,2RF|FRF,2026-02-27,2024
21,"Afoa, Bunty",NZL,13,273800,05,STH,,16,24,23,26,23,0.92,0.92,24,0,0,0,0,24,0.92,,0,0,0,0,0,0,0,16,-2,0,0,0,0,0,0,0,0,8,2,66.7,0,0,0,0,0,0,25,23,23,,0,0,0,0,11.1,0,-9500,-35900,0,253800,309700,23,5,0,6.56,0.29,0,0,0,0,24,0,0,0,0,10952,24,26,23,34,100,,2RF|FRF,2026-02-27,2024
22,"Afoa, Bunty",NZL,13,273200,09,NEW,,17,35,25,25,24,1.4,1.32,33,0,0,4,-2,37,1.48,,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,14,5,58.3,0,0,0,-2,0,0,28,28,25,,0,0,0,16.7,0,0,-600,-36500,0,253800,309700,24,6,0,7.56,0.3,0,0,0,0,33,0,0,4,-2,9757,30,25,26,24,89,,2RF|FRF,2026-02-27,2024
23,"Afoa, Bunty",NZL,13,262200,10,SYD,,10,13,23,17,23,0.76,0.76,13,0,0,0,0,13,0.76,,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,1,50.0,0,0,0,0,0,0,24,24,23,,0,0,0,0,0,0,-11000,-47500,0,253800,309700,23,7,0,8.11,0.35,0,0,0,0,13,0,0,0,0,10925,24,23,24,34,100,,2RF|FRF,2026-02-27,2024
24,"Afoa, Bunty",NZL,13,258700,11,PTH,,10,29,24,38,25,0.76,0.82,31,0,0,0,-2,31,0.82,,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,2,33.3,0,0,0,-2,0,0,26,25,24,,0,0,0,0,0,0,-3500,-51000,0,253800,309700,25,8,0,7.84,0.33,0,0,0,0,31,0,0,0,-2,9950,21,27,26,38,100,,2RF|FRF,2026-02-27,2024
25,"Afoa, Bunty",NZL,13,253800,12,DOL,,10,33,25,35,26,0.94,0.89,31,0,0,4,-2,35,1.00,,0,0,0,0,0,0,0,19,-2,4,0,0,0,0,0,0,0,12,2,75.0,0,0,0,0,-2,0,25,27,25,,0,0,0,25,9.5,0,-4900,-55900,0,253800,309700,26,9,7.94,7.94,0.32,0.32,0,0,0,31,0,0,4,-2,10152,31,30,28,17,89,,2RF|FRF,2026-02-27,2024
26,"Afoa, Bunty",NZL,13,253800,Totals,,,,223,25,232,26,0.96,0.96,223,0,0,10,-10,233,1.00,25.89,0,0,0,0,0,0,0,154,-8,10,0,0,0,0,0,0,0,58,19,60.4,0,0,0,-6,-4,0,25,27,0,,-0.7,-0.4,-1.1,10.4,0,0,0,-55900,0,253800,309700,0,9,7.94,7.94,0.32,0.32,25,25,0,25,0,0,1,-1,0,31,30,28,21,96,,2RF|FRF,2026-02-27,2024
27,"Aitken, Euan",DOL,03,579500,02,STG,,12,50,50,80,80,0.63,0.6,48,0,0,4,-2,52,0.65,,0,0,0,0,0,0,0,28,-1,4,0,0,0,0,0,0,0,18,3,75.0,0,0,0,-2,0,0,0,0,50,,0,0,0,16.7,3.4,0,0,0,0,543700,579500,80,1,0,0,0,0,0,0,0,48,0,0,4,-2,11590,0,0,0,63,92,,2RF|CTW,2026-02-27,2024
28,"Aitken, Euan",DOL,03,579500,04,GCT,,12,57,54,80,80,0.71,0.71,57,0,0,0,0,57,0.71,,0,0,0,0,0,0,0,33,-2,0,0,0,0,0,0,0,0,18,8,52.9,0,0,0,0,0,0,0,0,54,,0,0,0,0,5.7,0,0,0,0,543700,579500,80,2,0,3.5,0.06,0,0,0,0,57,0,0,0,0,10832,54,0,0,63,100,,2RF|CTW,2026-02-27,2024
29,"Aitken, Euan",DOL,03,568300,05,WST,,12,54,54,69,76,0.78,0.68,47,3,0,6,-2,53,0.77,,0,0,0,0,0,0,0,35,-2,6,0,0,0,0,0,0,0,4,10,16.7,3,0,0,-2,0,0,54,0,54,,0,0,0,25,5.4,0,-11200,-11200,0,543700,579500,76,3,0,2.87,0.05,0,0,0,0,47,3,0,6,-2,10524,56,76,0,60,84,,2RF|CTW,2026-02-27,2024
30,"Aitken, Euan",DOL,03,564200,06,BRO,,12,58,55,80,77,0.73,0.75,60,0,0,0,-2,60,0.75,,0,0,0,0,0,0,0,42,-1,0,0,0,0,0,0,0,0,10,9,35.7,0,0,0,0,-2,0,56,0,55,,0,0,0,0,2.3,0,-4100,-15300,0,543700,579500,77,4,0,3.11,0.06,0,0,0,0,60,0,0,0,-2,10075,56,76,0,61,100,,2RF|CTW,2026-02-27,2024
31,"Aitken, Euan",DOL,03,558600,07,PAR,,12,56,55,80,78,0.7,0.65,52,0,0,4,0,56,0.70,,0,0,0,0,0,0,0,33,0,4,0,0,0,0,0,0,0,14,5,58.3,0,0,0,0,0,0,56,55,55,,0,0,0,16.7,0,0,-5600,-20900,0,543700,579500,78,5,0,2.83,0.05,0,0,0,0,52,0,0,4,0,9975,57,76,78,59,93,,2RF|CTW,2026-02-27,2024
32,"Aitken, Euan",DOL,03,579700,08,NEW,,12,84,60,80,78,1.05,0.73,58,0,0,28,-2,76,0.95,,0,0,0,0,0,0,0,45,0,16,0,0,2,10,0,0,0,8,5,44.4,0,0,0,0,-2,0,66,62,60,,0,0,0,88.9,0,11.1,21100,200,0,543700,579500,78,6,0,11.11,0.19,0,0,0,0,58,0,0,28,-2,8783,70,80,78,40,67,,2RF|CTW,2026-02-27,2024
33,"Aitken, Euan",DOL,03,598900,09,NQC,,12,60,60,80,78,0.75,0.66,53,3,0,4,0,57,0.71,,0,0,0,0,0,0,0,40,-2,4,0,0,0,0,0,0,0,6,9,25.0,3,0,0,0,0,0,67,62,60,,0,0,0,16.7,4.8,0,19200,19400,0,543700,579500,78,7,0,10.29,0.17,0,0,0,0,53,3,0,4,0,8939,72,80,78,39,88,,2RF|CTW,2026-02-27,2024
34,"Aitken, Euan",DOL,03,632700,10,MNL,,12,83,63,80,79,1.04,0.66,53,17,0,13,0,61,0.76,,17,0,0,0,0,0,0,34,-2,4,0,4,0,0,0,0,0,20,1,90.9,0,5,0,0,0,0,76,68,63,,0,0,0,18.2,5.6,9.1,33800,53200,0,543700,579500,79,8,0,12.3,0.2,0,0,0,0,53,17,0,13,0,8325,72,80,80,55,64,,2RF|CTW,2026-02-27,2024
35,"Aitken, Euan",DOL,03,641100,11,WST,,12,63,63,80,79,0.79,0.61,49,0,0,16,-2,55,0.69,,0,0,0,0,0,0,0,25,0,6,0,0,0,10,0,0,0,16,8,50.0,0,0,0,-2,0,0,69,69,63,,0,0,0,18.8,0,0,8400,61600,0,543700,579500,79,9,0,11.59,0.18,0,0,0,0,49,0,0,16,-2,9291,73,80,80,53,75,,2RF|CTW,2026-02-27,2024
36,"Aitken, Euan",DOL,03,657600,12,NZL,,12,74,64,80,79,0.93,0.85,68,0,0,8,-2,76,0.95,,0,0,0,0,0,0,0,50,0,4,0,0,4,0,0,0,0,10,8,38.5,0,0,0,-2,0,0,73,73,64,,0,0,0,15.4,0,15.4,16500,78100,0,543700,579500,79,10,0,11.5,0.18,0,0,0,0,68,0,0,8,-2,9008,69,80,80,69,89,,2RF|CTW,2026-02-27,2024
37,"Aitken, Euan",DOL,03,673300,13,CBR,,12,89,66,88,80,1.01,0.69,61,0,20,12,-4,73,0.83,,0,12,0,0,0,0,0,39,-1,8,0,4,0,0,8,0,0,14,9,43.8,0,0,0,0,-4,0,75,74,66,,0,0,0,25,2.5,6.3,15700,93800,0,543700,579500,80,11,0,13.13,0.2,0,0,0,0,61,0,20,12,-4,8977,82,83,82,49,66,,2RF|CTW,2026-02-27,2024
38,"Aitken, Euan",DOL,03,669300,15,SHA,,12,52,65,80,80,0.65,0.6,48,0,0,4,0,52,0.65,,0,0,0,0,0,0,0,33,-2,4,0,0,0,0,0,0,0,10,7,41.7,0,0,0,0,0,0,72,72,65,,0,0,0,16.7,5.7,0,-4000,89800,0,543700,579500,80,12,0,13.17,0.2,0,0,0,0,48,0,0,4,0,9296,71,83,82,77,92,,2RF|CTW,2026-02-27,2024
39,"Aitken, Euan",DOL,03,654000,16,MEL,,12,58,64,80,80,0.73,0.44,35,17,0,6,0,41,0.51,,17,0,0,0,0,0,0,15,0,4,0,0,2,0,0,0,0,14,6,53.8,0,0,0,0,0,0,66,67,64,,0,0,0,15.4,0,7.7,-15300,74500,0,543700,579500,80,13,0,12.79,0.2,0,0,0,0,35,17,0,6,0,9909,55,83,82,103,60,,2RF|CTW,2026-02-27,2024
40,"Aitken, Euan",DOL,03,615500,17,STG,,12,50,63,80,80,0.63,0.63,50,0,0,4,-4,54,0.68,,0,0,0,0,0,0,0,40,-4,0,0,4,0,0,0,0,0,10,4,55.6,0,0,0,-2,-2,0,53,65,63,,0,0,0,0,9.1,11.1,-38500,36000,0,543700,579500,80,14,0,12.87,0.2,0,0,0,0,50,0,0,4,-4,11613,54,80,82,86,93,,2RF|CTW,2026-02-27,2024
41,"Aitken, Euan",DOL,03,543700,19,STH,,12,12,60,19,76,0.63,0.74,14,0,0,0,-2,14,0.74,,0,0,0,0,0,0,0,13,-2,0,0,0,0,0,0,0,0,2,1,50.0,0,0,0,-2,0,0,40,52,60,,0,0,0,0,13.3,0,-71800,-35800,0,543700,579500,76,15,17.87,17.87,0.3,0.3,0,0,0,14,0,0,0,-2,13593,31,60,69,121,100,,2RF|CTW,2026-02-27,2024
42,"Aitken, Euan",DOL,03,543700,Totals,,,,900,60,1136,76,0.79,0.66,753,40,20,109,-22,837,0.74,55.80,34,12,0,0,0,0,0,505,-19,64,0,12,8,20,8,0,0,174,93,48.3,6,5,0,-12,-10,0,40,52,0,,-0.8,-0.7,-1.5,17.8,0,3.9,0,-35800,40,543700,579500,0,15,17.87,17.87,0.3,0.3,60,67,12,50,3,1,7,-1,0,31,60,69,115,82,,2RF|CTW,2026-02-27,2024
43,"Alaimalo, Solomon",WST,01,238900,08,BRO,,5,49,49,78,78,0.63,0.27,21,0,0,28,0,29,0.37,,0,0,0,0,0,0,0,5,-4,6,0,0,2,20,0,0,0,14,6,53.8,0,0,0,0,0,0,0,0,49,,0,0,0,23.1,44.4,7.7,0,0,0,316800,238900,78,1,0,0,0,0,0,0,0,21,0,0,28,0,4876,0,0,0,-24,43,,CTW,2026-02-27,2024
