player_id,player_name,team,bye_round,price,current_round,vs_team,venue,jersey_number,total_points,avg_points,total_minutes,avg_minutes,points_per_minute,base_ppm,pts_base,pts_attack,pts_create,pts_evade,pts_negative,base_power_pts,base_power_ppm,avg_base_power,stat_tries,stat_try_assists,stat_last_touch,stat_goals,stat_missed_goals,stat_field_goals,stat_missed_fg,stat_tackles,stat_missed_tackles,stat_tackle_breaks,stat_forced_dropouts,stat_offloads,stat_ineff_offloads,stat_line_breaks,stat_lb_assists,stat_forty_twenty,stat_kick_regather,stat_hitups_h8,stat_hitups_hu,pct_h8,stat_held_goal,stat_intercept,stat_kicked_dead,stat_penalties,stat_errors,stat_sinbin,avg_last3,avg_last5,season_avg,surface,avg_penalties,avg_errors,avg_pc_er,pct_tackle_break,pct_missed_tackle,pct_offload,round_price_change,season_price_change,pct_60plus,end_price,start_price,avg_minutes_calc,games_played,std_dev_total,std_dev_round,cv_round,coeff_variation,avg_r1_9,avg_r10_18,avg_r19_27,avg_base,avg_scoring,avg_create,avg_evade,avg_negative,magic_number,avg_last2,avg_mins_last3,avg_mins_last5,break_even,pct_base,weather,positions,scrape_date,scrape_year
1,"Addo-Carr, Josh",BUL,13,532500,01,MNL,,5,25,25,80,80,0.31,0.26,21,0,0,8,-4,29,0.36,,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,10,4,55.6,0,0,0,-2,-2,0,0,0,25,,0,0,0,44.4,0,0,0,0,0,374300,532500,80,1,0,0,0,0,0,0,0,21,0,0,8,-4,21300,0,0,0,104,72,,CTW,2026-02-28,2023
2,"Addo-Carr, Josh",BUL,13,532500,02,MEL,,5,77,51,80,80,0.96,0.2,16,17,0,44,0,40,0.50,,17,0,0,0,0,0,0,5,-4,20,0,4,0,20,0,0,0,12,3,66.7,0,0,0,0,0,0,0,0,51,,0,0,0,111.1,44.4,11.1,0,0,0,374300,532500,80,2,0,26,0.51,0,0,0,0,16,17,0,44,0,10441,51,0,0,92,21,,CTW,2026-02-28,2023
3,"Addo-Carr, Josh",BUL,13,542000,03,WST,,5,70,57,80,80,0.88,0.28,22,34,0,14,0,36,0.45,,34,0,0,0,0,0,0,5,-2,10,0,4,0,0,0,0,0,14,5,58.3,0,0,0,0,0,0,57,0,57,,0,0,0,41.7,28.6,8.3,9500,9500,0,374300,532500,80,3,0,23.04,0.4,0,0,0,0,22,34,0,14,0,9509,74,80,0,50,31,,CTW,2026-02-28,2023
4,"Addo-Carr, Josh",BUL,13,578300,04,NZL,,5,58,58,80,80,0.73,0.34,27,17,0,18,-4,35,0.44,,17,0,0,0,0,0,0,6,0,2,0,4,2,10,0,0,0,12,9,40.0,0,0,0,0,-4,0,68,0,58,,0,0,0,6.7,0,13.3,36300,45800,0,374300,532500,80,4,0,19.96,0.34,0,0,0,0,27,17,0,18,-4,8504,64,80,0,83,44,,CTW,2026-02-28,2023
5,"Addo-Carr, Josh",BUL,13,600800,05,NQC,,5,77,61,85,81,0.91,0.28,24,17,0,36,0,40,0.47,,17,0,0,0,0,0,0,5,-2,14,0,0,2,20,0,0,0,12,9,40.0,0,0,0,0,0,0,68,61,61,,0,0,0,46.7,28.6,6.7,22500,68300,0,374300,532500,81,5,0,19.48,0.32,0,0,0,0,24,17,0,36,0,8835,68,82,81,84,31,,CTW,2026-02-28,2023
6,"Addo-Carr, Josh",BUL,13,556500,06,STH,,5,1,51,10,69,0.1,0.1,1,0,0,0,0,1,0.10,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,45,57,51,,0,0,0,0,0,0,-44300,24000,0,374300,532500,69,6,0,28.69,0.56,0,0,0,0,1,0,0,0,0,12367,39,58,67,125,100,,CTW,2026-02-28,2023
7,"Addo-Carr, Josh",BUL,13,504600,12,GCT,,5,33,49,80,71,0.41,0.24,19,17,-3,0,0,19,0.24,,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,2,75.0,0,0,-3,0,0,0,37,48,49,,0,0,0,0,0,0,-51900,-27900,0,374300,532500,71,7,0,27.32,0.56,0,0,0,0,19,17,-3,0,0,13638,17,58,67,150,58,,CTW,2026-02-28,2023
8,"Addo-Carr, Josh",BUL,13,471900,14,SYD,,21,86,53,80,72,1.08,0.2,16,34,12,24,0,20,0.25,,34,12,0,0,0,0,0,3,-2,4,0,0,0,20,0,0,0,12,3,66.7,0,0,0,0,0,0,40,51,53,,0,0,0,22.2,40,0,-32700,-60600,0,374300,532500,72,8,0,28.38,0.54,0,0,0,0,16,34,12,24,0,11798,60,57,67,53,19,,CTW,2026-02-28,2023
9,"Addo-Carr, Josh",BUL,13,469700,15,PAR,,5,33,51,80,73,0.41,0.24,19,0,0,16,-2,25,0.31,,0,0,0,0,0,0,0,4,-2,6,0,0,0,10,0,0,0,14,3,70.0,0,0,0,0,-2,0,51,46,51,,0,0,0,30,33.3,0,-2200,-62800,0,374300,532500,73,9,0,27.51,0.54,0,0,0,0,19,0,0,16,-2,9210,60,80,67,52,54,,CTW,2026-02-28,2023
10,"Addo-Carr, Josh",BUL,13,458000,18,NEW,,5,20,48,80,74,0.25,0.25,20,0,0,2,-2,22,0.28,,0,0,0,0,0,0,0,4,-1,2,0,0,0,0,0,0,0,12,5,54.5,0,0,0,0,-2,0,46,35,48,,0,0,0,9.1,20,0,-11700,-74500,0,374300,532500,74,10,0,27.72,0.58,0,0,0,0,20,0,0,2,-2,9957,27,80,66,114,91,,CTW,2026-02-28,2023
